2	 -20.000000	 -32.000000	  18.381800	   0.010000	   0.000000
3	  40.000000	  40.000000	  18.536800	   0.010000	   0.000000
6	 -28.003400	  -1.581700	  19.479300	   0.010000	   0.000000
7	 -54.828400	 -82.828600	  19.526800	   0.010000	   0.000000
8	  62.457700	  93.597100	  19.554600	   0.010000	   0.000000
9	  15.292600	 -94.333800	  19.612400	   0.010000	   0.000000
10	  70.716500	  43.544300	  19.687300	   0.010000	   0.000000
11	  56.592500	  22.693400	  19.724200	   0.010000	   0.000000
12	   5.037500	  95.368700	  19.748200	   0.010000	   0.000000
13	  -7.470900	  -9.964200	  19.781100	   0.010000	   0.000000
14	  59.013000	  43.036700	  19.807200	   0.010000	   0.000000
15	   8.721800	 -37.277600	  19.836600	   0.010000	   0.000000
16	  66.711400	 -82.685100	  19.942200	   0.010000	   0.000000
17	  18.324500	 -38.852500	  20.010800	   0.010000	   0.000000
18	  98.957800	  78.543000	  20.086700	   0.010000	   0.000000
19	  85.298200	  42.259900	  20.087300	   0.010000	   0.000000
20	 -69.233100	  25.194500	  20.168100	   0.010000	   0.000000
21	  69.463800	  41.939700	  20.254400	   0.010000	   0.000000
22	  73.933700	  14.075900	  20.270100	   0.010000	   0.000000
23	  75.512100	  96.618100	  20.283000	   0.010000	   0.000000
24	  83.260700	  26.403700	  20.344900	   0.010000	   0.000000
25	 -65.506900	 -47.219600	  20.440000	   0.010000	   0.000000
26	 -36.269600	 -101.41660	  20.441700	   0.010000	   0.000000
27	  49.851200	  82.106500	  20.554500	   0.010000	   0.000000
28	 -20.299200	  20.671200	  20.577800	   0.010000	   0.000000
29	  -5.659800	 -11.086100	  20.618800	   0.010000	   0.000000
30	   3.626700	  99.441000	  20.623800	   0.010000	   0.000000
31	  26.570400	 -39.968000	  20.636600	   0.010000	   0.000000
32	  48.921000	  24.422600	  20.709300	   0.010000	   0.000000
33	 -91.475400	  29.893900	  20.751700	   0.010000	   0.000000
34	   5.963400	 -98.660500	  20.757600	   0.010000	   0.000000
35	 -45.680200	 -25.336100	  20.814300	   0.010000	   0.000000
36	 -59.552500	  -2.183200	  20.824600	   0.010000	   0.000000
37	  66.270400	  38.741400	  20.838600	   0.010000	   0.000000
38	 -94.869800	 -35.056300	  20.985800	   0.010000	   0.000000
39	  83.128800	  29.962900	  21.006700	   0.010000	   0.000000
40	  58.356700	 -55.111300	  21.020900	   0.010000	   0.000000
41	 -65.093700	 -86.681500	  21.029600	   0.010000	   0.000000
42	  10.121300	 -46.439700	  21.030900	   0.010000	   0.000000
43	  51.798200	 -62.690700	  21.039300	   0.010000	   0.000000
44	  35.297300	  94.107900	  21.057600	   0.010000	   0.000000
45	  18.428000	  42.522400	  21.094100	   0.010000	   0.000000
46	 -21.694100	 -57.248000	  21.097200	   0.010000	   0.000000
47	 -18.928600	 -10.827700	  21.099000	   0.010000	   0.000000
48	 -100.35330	 -31.062800	  21.101000	   0.010000	   0.000000
