1	 1	 -10.724900	 -50.577000	   0.910000	   0.500000	   0.500000	   0.000000
1	 1	 -30.978900	 -42.475400	   0.910000	   0.500000	   0.500000	   0.000000
1	 1	 -38.270300	 -28.587000	   0.910000	   0.500000	   0.500000	   0.000000
2	 1	 -27.146700	 -38.527500	   0.930000	   0.500000	   0.500000	   0.000000
2	 1	 -14.184200	 -23.623200	   0.930000	   0.500000	   0.500000	   0.000000
2	 1	 -33.898000	 -19.225200	   0.930000	   0.500000	   0.500000	   0.000000
3	 1	  -2.260900	 -48.879100	   1.040000	   0.500000	   0.500000	   0.000000
3	 1	 -28.595200	 -42.969900	   1.040000	   0.500000	   0.500000	   0.000000
3	 1	 -12.858900	 -24.356100	   1.040000	   0.500000	   0.500000	   0.000000
3	 1	 -39.514400	 -17.560500	   1.040000	   0.500000	   0.500000	   0.000000
4	 1	  -7.034230	 -51.605800	   1.080000	   0.500000	   0.500000	   0.000000
4	 1	 -27.172400	 -47.465000	   1.080000	   0.500000	   0.500000	   0.000000
4	 1	 -14.672900	 -28.239800	   1.080000	   0.500000	   0.500000	   0.000000
5	 1	 -21.910300	 -45.494200	   1.170000	   0.500000	   0.500000	   0.000000
5	 1	  -2.870740	 -45.172300	   1.170000	   0.500000	   0.500000	   0.000000
5	 1	  -6.230670	 -27.471600	   1.170000	   0.500000	   0.500000	   0.000000
5	 1	 -45.429800	  -8.805320	   1.170000	   0.500000	   0.500000	   0.000000
6	 1	   8.440920	 -48.377500	   1.320000	   0.500000	   0.500000	   0.000000
6	 1	 -28.093500	 -43.519100	   1.320000	   0.500000	   0.500000	   0.000000
6	 1	  -5.541380	 -17.732400	   1.320000	   0.500000	   0.500000	   0.000000
6	 1	 -41.624700	  -6.520770	   1.320000	   0.500000	   0.500000	   0.000000
7	 1	  18.164000	 -40.843100	   1.430000	   0.500000	   0.500000	   0.000000
7	 1	  -1.702870	 -10.165600	   1.430000	   0.500000	   0.500000	   0.000000
7	 1	 -34.663700	   1.806080	   1.430000	   0.500000	   0.500000	   0.000000
8	 1	  57.781500	  30.651700	   1.480000	   0.500000	   0.500000	   0.000000
8	 1	  42.339600	  47.977100	   1.480000	   0.500000	   0.500000	   0.000000
8	 1	  29.335800	  51.924700	   1.480000	   0.500000	   0.500000	   0.000000
9	 1	  18.344600	 -60.671200	   1.510000	   0.500000	   0.500000	   0.000000
9	 1	 -38.005000	 -32.573900	   1.510000	   0.500000	   0.500000	   0.000000
9	 1	 -35.992500	 -17.248000	   1.510000	   0.500000	   0.500000	   0.000000
10	 1	   5.908440	 -58.439400	   1.530000	   0.500000	   0.500000	   0.000000
10	 1	 -33.709100	 -50.441100	   1.530000	   0.500000	   0.500000	   0.000000
10	 1	  -9.365790	 -20.447300	   1.530000	   0.500000	   0.500000	   0.000000
10	 1	 -49.460700	 -12.449000	   1.530000	   0.500000	   0.500000	   0.000000
11	 1	  60.980700	  29.366800	   1.550000	   0.500000	   0.500000	   0.000000
11	 1	  38.406700	  50.881800	   1.550000	   0.500000	   0.500000	   0.000000
11	 1	  34.726200	  51.760000	   1.550000	   0.500000	   0.500000	   0.000000
12	 1	  27.300600	 -30.412900	   1.540000	   0.500000	   0.500000	   0.000000
12	 1	  -1.123530	   0.968570	   1.540000	   0.500000	   0.500000	   0.000000
12	 1	 -19.939500	   9.336950	   1.540000	   0.500000	   0.500000	   0.000000
13	 1	  11.803500	 -56.422000	   1.550000	   0.500000	   0.500000	   0.000000
13	 1	 -34.532500	 -46.413500	   1.550000	   0.500000	   0.500000	   0.000000
13	 1	 -45.109200	  -9.582310	   1.550000	   0.500000	   0.500000	   0.000000
14	 1	  55.376000	  37.593200	   1.560000	   0.500000	   0.500000	   0.000000
14	 1	  48.867200	  46.891300	   1.560000	   0.500000	   0.500000	   0.000000
14	 1	  25.544200	  56.577000	   1.560000	   0.500000	   0.500000	   0.000000
15	 1	  58.665800	  22.058300	   1.660000	   0.500000	   0.500000	   0.000000
15	 1	  35.525400	  36.177200	   1.660000	   0.500000	   0.500000	   0.000000
